fare_amount,passenger_count,year,month,date,day,hour,minute,distance
4.5,1,2013,4,7,6,7,15,0.881949412508338
13.0,1,2013,9,14,5,7,33,5.0468113438776605
6.1,2,2010,6,21,0,16,57,2.7920590715850064
5.7,1,2010,9,30,3,22,14,1.4390094252435128
20.5,2,2013,4,29,0,17,1,5.811668044998039
32.5,1,2015,3,4,2,20,18,14.108336440403631
10.0,2,2015,3,21,5,17,17,2.560021594982909
6.5,3,2010,2,15,0,15,52,2.026982041998308
4.1,1,2010,8,27,4,8,45,1.0237967225659705
11.7,2,2011,10,26,2,10,44,3.464212434725095
5.7,1,2011,12,16,4,15,37,1.1662736511008318
12.0,2,2013,11,16,5,22,47,4.059500022161348
6.5,1,2010,1,28,3,11,38,1.4934529049968457
10.5,1,2011,7,5,1,6,48,5.026300536420463
56.5,5,2012,3,8,3,20,11,23.007666828697488
8.5,1,2014,7,19,5,17,43,3.2316546533216854
8.5,2,2009,1,1,3,16,52,2.795254459803314
8.5,1,2012,11,15,3,8,38,2.053441240065026
34.0,1,2015,5,22,4,23,41,14.36632987186161
5.3,1,2010,3,9,1,13,0,1.83674765062783
10.5,1,2011,11,20,6,0,52,3.234555357117085
8.9,1,2012,2,23,3,16,9,2.1331927731724494
12.5,1,2013,1,5,5,10,51,4.281770943533568
19.5,1,2014,11,11,1,23,3,6.625272040369564
52.33,1,2014,11,13,3,10,57,14.014702435547935
30.1,1,2011,2,19,5,13,21,5.544706281580186
6.9,1,2012,3,31,5,1,58,1.123828572878872
28.5,2,2015,6,4,3,7,15,10.571434324872026
7.3,1,2009,12,10,3,23,52,1.2525230657957562
22.1,1,2011,9,6,1,19,16,5.539193256474342
45.0,1,2012,1,2,0,17,38,20.13522614831109
15.0,1,2014,5,23,4,20,37,6.221146494025608
9.3,1,2010,11,3,2,8,29,2.7153738899388316
8.5,1,2012,9,16,6,15,36,2.9779570415360435
36.5,1,2014,12,16,1,8,24,13.329409566380395
9.3,1,2009,1,15,3,14,21,2.9701536590120914
8.5,1,2013,9,14,5,23,13,1.5279302137126192
11.5,4,2014,6,23,0,4,54,3.6233986522887944
6.1,1,2009,5,7,3,20,40,1.663538967646223
6.5,1,2012,5,4,4,22,46,1.756070459327475
6.0,1,2015,1,3,5,18,47,1.4075334599933091
5.7,1,2012,6,22,4,19,48,1.9162906600271312
7.0,1,2015,2,9,0,21,9,1.3809067538503876
16.5,1,2015,2,25,2,17,5,2.577959833689844
4.9,1,2012,3,23,4,9,50,0.9123762654464125
10.0,1,2013,2,27,2,0,42,2.849128653071811
5.0,1,2014,3,11,1,18,39,0.9569023130868247
6.1,1,2010,1,1,4,9,29,1.0444411885574088
6.0,3,2013,10,24,3,16,47,0.7284767072396886
10.1,1,2009,4,7,1,9,38,1.7007259136249588
3.7,1,2009,7,21,1,20,15,0.5886358139894262
9.7,4,2012,3,31,5,0,58,2.7358811442723425
5.0,2,2013,2,2,5,0,26,1.0107594897933248
4.5,1,2013,4,4,3,17,11,0.5013581039173304
4.5,1,2009,5,12,1,6,58,1.5785623234936568
10.0,1,2013,2,27,2,17,0,3.565833148479088
3.7,1,2009,5,24,6,9,28,0.5817177275045146
5.7,1,2009,6,21,6,21,5,1.9760577875660434
10.1,2,2011,7,15,4,21,20,3.9156986954522712
16.0,2,2013,1,25,4,20,40,5.329907988629553
8.9,1,2009,6,27,5,21,39,1.5235038471100184
16.5,6,2012,9,16,6,3,44,5.478328665204536
8.1,1,2009,11,12,3,18,36,1.748155064273301
14.5,1,2011,1,13,3,10,26,6.217333229277493
6.1,3,2011,6,17,4,18,56,1.7026600841800466
14.5,1,2012,3,14,2,3,47,3.2029050930616623
27.5,1,2013,1,9,2,19,39,10.020416858242612
9.5,2,2015,6,27,5,0,21,2.00463446035723
10.9,1,2010,10,14,3,7,50,4.00731942680819
7.3,1,2011,11,9,2,16,54,1.903122660163857
9.5,6,2013,6,26,2,11,9,2.4244611396488716
19.5,1,2014,11,1,5,23,56,6.6846237375694155
20.1,1,2009,4,24,4,21,47,8.863274309053576
7.7,1,2009,7,10,4,21,9,2.749891142839592
5.3,1,2009,11,20,4,19,43,1.7374489451466986
4.1,4,2010,1,8,4,15,14,1.278996942781031
12.9,3,2010,9,15,2,12,14,6.424960375932765
10.0,1,2013,2,10,6,0,54,2.322559446731795
4.5,1,2009,6,18,3,7,47,1.0232383581308684
8.5,1,2014,2,18,1,7,50,1.4304000019948293
47.83,1,2014,5,20,1,18,25,13.936688152866873
14.1,1,2009,8,20,3,14,2,2.5412234484348546
7.7,1,2010,4,7,2,17,26,1.3356441436488322
6.9,1,2010,5,13,3,13,5,1.3124455382522418
8.9,1,2012,2,23,3,18,2,2.0799719477214658
11.0,1,2014,1,23,3,23,25,3.4254412431791983
9.0,1,2015,3,12,3,9,29,1.524367209642093
4.5,2,2015,5,24,6,17,43,0.6609081843673009
87.3,1,2009,11,9,0,14,30,19.534654316212468
7.3,1,2012,5,3,3,7,39,3.111406350057403
6.5,3,2012,11,2,4,12,45,1.6525880724982387
6.5,1,2013,3,13,2,23,38,1.3920457827890413
8.5,2,2010,4,24,5,23,14,2.7110769912445893
6.9,1,2011,7,13,2,19,21,2.008067805526641
4.9,1,2010,9,22,2,8,53,1.112705455285526
4.5,1,2012,10,16,1,19,52,0.9278168605152625
4.1,1,2010,8,13,4,6,52,1.3793269632961336
8.5,5,2013,1,1,1,19,45,1.386889290310391
14.1,2,2009,12,28,0,23,4,5.638185781730149
6.9,1,2011,12,12,0,18,33,1.8571960415225752
7.5,2,2013,2,3,6,2,19,1.910982790237668
52.0,6,2013,5,22,2,20,15,0.018573191914943644
10.1,3,2012,5,25,4,8,29,2.796687901008078
6.5,1,2014,12,23,1,8,15,1.362820757566803
4.0,1,2015,2,2,0,12,52,0.6451042018866782
11.0,1,2013,2,10,6,11,39,2.3425927573770307
7.0,1,2014,3,14,4,16,11,1.6566183937086736
6.1,2,2009,11,6,4,18,35,1.3252695282500326
12.5,2,2012,1,20,4,11,46,4.871969304726773
6.0,1,2013,12,21,5,19,5,1.9413213131292952
31.0,1,2015,1,10,5,16,45,11.640133228896746
11.5,1,2015,4,28,1,21,58,4.432769330239371
6.5,1,2013,9,11,2,9,33,0.8674376101904316
7.0,1,2013,12,17,1,22,47,1.6545313943235371
4.1,2,2009,11,26,3,15,36,0.8309768567834229
28.9,1,2012,3,19,0,14,58,8.989239518052747
18.0,1,2013,10,4,4,18,41,5.28151426002658
6.9,5,2009,11,27,4,23,32,1.9508515194000733
4.9,1,2010,1,14,3,13,1,1.4180440092498399
3.0,1,2013,3,3,6,21,45,0.1392521597554292
4.1,1,2010,11,14,6,10,49,1.0324495448017557
2.5,1,2012,9,19,2,19,29,9.40725428397513
6.5,6,2013,7,31,2,22,40,2.0400223128170167
7.7,1,2009,12,9,2,15,21,1.7481546517001025
6.9,1,2012,3,16,4,4,2,2.2323744025266428
9.0,1,2012,10,3,2,17,18,2.441410337089746
8.5,1,2013,1,19,5,11,18,2.8330133389271737
11.0,6,2015,6,17,2,19,6,3.2434464660542006
26.9,1,2011,9,6,1,8,22,12.171655970646233
4.5,1,2011,10,15,5,17,57,0.5942016153133932
8.0,2,2014,2,24,0,19,54,1.5623753966821263
10.0,1,2015,3,23,0,19,22,2.7121961611121113
13.0,1,2015,5,14,3,18,10,0.8495890108218187
9.3,4,2009,4,28,1,14,28,2.375685857556897
6.5,1,2012,2,22,2,19,37,1.7482567497248283
6.0,1,2012,9,9,6,17,55,1.3992078649510202
17.5,2,2013,2,27,2,13,41,4.648050081990635
13.5,1,2013,12,1,6,4,30,4.665549724361781
10.9,4,2009,1,17,5,12,53,5.170609565633042
18.5,1,2014,9,20,5,8,39,5.379076976643878
8.5,1,2012,11,10,5,0,39,2.4528312632335547
7.5,1,2015,1,17,5,22,38,2.330061834545898
14.9,1,2009,11,28,5,23,56,8.068020788544155
4.1,1,2011,5,5,3,6,59,1.033042475400577
4.9,2,2011,9,21,2,15,40,1.8758285917621953
9.3,1,2011,10,28,4,14,37,2.054332463837297
22.5,1,2012,4,13,4,15,34,9.210473282527964
9.0,1,2014,10,2,3,14,10,1.4326083569818493
17.3,1,2010,10,28,3,12,23,8.319827178808177
24.0,1,2012,11,16,4,8,44,4.5385532802521205
4.1,2,2009,4,24,4,16,2,0.3847064838200101
12.5,5,2011,6,15,2,11,5,2.068373658663015
7.7,2,2011,7,25,0,17,48,2.477748113527965
4.0,1,2013,9,7,5,20,17,0.6828886740203999
4.9,1,2009,3,10,1,8,9,1.2670414846195848
7.7,2,2010,10,21,3,21,12,2.163936339582961
4.9,2,2011,4,13,2,20,13,1.5786305402032919
4.9,1,2010,7,28,2,2,44,1.2531295738289365
10.0,3,2012,10,24,2,1,7,3.752700846542295
13.0,1,2014,1,4,5,13,35,2.4672979043926326
6.5,5,2009,2,14,5,3,25,1.9904693833546248
4.5,1,2010,12,6,0,14,20,0.845155047599761
3.7,1,2011,5,2,0,14,43,0.3570314983725414
6.1,1,2011,5,23,0,12,41,0.8683890149557021
6.5,1,2011,6,1,2,18,26,1.3164545122483944
7.7,1,2010,4,30,4,22,37,1.6322808917136842
10.5,1,2013,2,13,2,14,5,2.6029360100285657
6.0,1,2014,11,12,2,11,0,1.3114171318749002
8.5,1,2010,2,24,2,14,54,2.4871813659503608
6.1,1,2011,3,26,5,13,37,2.0020978165689374
35.83,1,2014,3,12,2,17,34,8.725955801670569
8.5,1,2012,11,21,2,12,7,1.437723445997473
8.5,5,2012,7,19,3,6,1,4.766978004827358
12.9,1,2009,10,3,5,23,58,5.926493317690281
2.9,1,2010,12,22,2,19,42,0.4698304120406505
14.0,5,2013,9,9,0,21,20,3.079279304594271
7.5,1,2013,11,29,4,7,23,1.8233238332282737
9.0,1,2014,9,30,1,12,15,2.1986673639541796
5.3,1,2011,8,2,1,7,28,1.2186788938263184
6.9,1,2012,8,12,6,21,54,2.2296074096168748
11.5,1,2012,12,19,2,8,45,0.8791192745928504
7.3,1,2009,12,2,2,14,51,2.26406011330236
13.5,1,2012,10,9,1,20,40,4.647107942061337
3.7,1,2010,1,22,4,7,35,1.5389491462885503
8.1,1,2011,4,20,2,16,26,2.81124176196137
12.5,1,2011,4,27,2,11,18,3.3795873174268602
8.9,1,2012,5,23,2,10,51,2.0747708145835113
11.3,5,2011,3,12,5,12,39,4.039589094741176
8.1,1,2010,9,16,3,17,13,2.6822637928986
6.9,1,2011,12,24,5,18,46,2.7239377768586452
23.5,4,2014,4,27,6,0,24,9.248357397333024
9.5,1,2014,1,4,5,19,13,2.8353440072592355
5.7,1,2010,11,18,3,13,25,0.8386081949995042
52.0,1,2015,4,1,2,23,56,21.120744838149886
10.9,1,2009,2,26,3,15,36,3.993730276882591
6.1,1,2010,7,23,4,2,10,0.765185015509228
6.9,5,2011,4,29,4,20,2,1.397849157736497
17.0,1,2012,12,29,5,5,4,6.413485163501893
11.0,1,2014,1,21,1,0,16,3.507119327492257
7.0,1,2014,8,2,5,21,1,2.424023964140687
7.3,1,2009,6,23,1,9,14,1.1530104731359454
9.5,1,2014,2,20,3,0,20,3.288476579075184
5.0,1,2015,1,13,1,19,23,0.7881141269349812
9.7,1,2009,11,12,3,10,56,2.1003223208060824
16.9,1,2010,1,30,5,22,3,6.437168690453995
5.5,1,2014,1,23,3,18,40,1.1451393677433825
4.5,1,2011,5,5,3,19,34,0.9072600937239897
8.0,1,2013,8,4,6,11,36,2.5005001659737767
13.0,3,2015,6,2,1,9,36,2.198220409950292
34.5,1,2013,10,2,2,20,54,9.520377425823792
5.3,1,2009,2,11,2,8,33,1.192292263259238
4.5,1,2009,9,1,1,17,32,0.861801720978717
8.9,1,2011,9,26,0,8,35,1.866332531075647
8.0,4,2012,11,24,5,21,22,2.3016383517030765
8.0,1,2013,12,4,2,7,51,1.3887537217383827
6.0,1,2014,12,31,2,7,32,1.317091284218749
6.1,2,2009,6,28,6,23,28,1.3625974581342208
4.1,1,2010,1,4,0,9,12,0.9112726538582694
13.7,2,2011,9,24,5,21,48,4.4871250827945675
49.8,2,2011,11,21,0,6,18,19.874203536408185
7.0,1,2013,4,23,1,7,45,1.370338296836112
11.5,1,2014,7,15,1,13,15,1.5370180905922697
18.5,1,2011,6,23,3,17,26,3.369703330090102
7.0,1,2013,1,4,4,20,47,1.9061524472528113
8.0,1,2014,3,14,4,11,39,0.6884290353221316
2.9,1,2010,1,22,4,9,1,0.5426594826972596
5.3,1,2011,12,26,0,21,12,1.261411345094446
7.7,1,2010,9,25,5,16,5,2.5291692499299767
36.1,1,2011,3,31,3,23,14,17.293449724100363
8.0,3,2013,6,23,6,20,23,1.2674168876836611
5.7,1,2010,5,28,4,0,36,1.6926341223698746
4.5,1,2009,7,25,5,10,58,1.2368751685484392
12.5,2,2010,7,31,5,2,26,6.569920047104311
6.5,1,2010,12,19,6,18,27,1.4479021513337542
11.0,2,2014,5,25,6,18,45,3.664793418782416
12.9,1,2011,6,12,6,12,31,0.986233803938414
7.7,2,2009,4,10,4,5,20,2.307146949791313
57.1,2,2009,10,30,4,10,32,14.468831204751215
5.3,1,2011,6,19,6,14,28,1.307054546164536
10.9,1,2011,7,21,3,3,37,0.03301875054756312
8.5,1,2012,7,26,3,16,18,1.485597279674122
8.5,1,2013,1,18,4,13,33,2.211010558411572
8.0,1,2013,5,12,6,13,20,2.1698846242037613
5.0,1,2013,8,15,3,18,52,0.8658520095779435
6.0,1,2013,10,25,4,21,26,1.6238968190293412
6.1,1,2011,1,4,1,7,14,1.6246253017634606
4.9,2,2009,2,27,4,18,4,0.95163387486991
3.7,1,2010,6,14,0,18,21,0.6963249197614895
6.1,1,2011,9,13,1,22,50,2.1632761907847042
9.5,2,2013,11,11,0,23,45,2.8651733286058003
8.0,1,2015,6,12,4,11,25,1.1479532660201144
8.1,1,2009,9,19,5,10,36,1.0576940313961323
6.1,1,2009,10,27,1,9,9,1.3282685895766808
7.7,2,2010,6,7,0,19,29,2.5844238913000077
4.1,5,2010,6,22,1,10,58,0.9372071708309841
6.5,1,2014,6,7,5,13,29,1.4602130791993022
5.5,1,2014,9,21,6,22,35,0.8833138169109523
10.0,1,2015,1,16,4,11,10,2.7249270010381084
33.83,2,2015,2,9,0,6,57,8.484793726339886
7.0,1,2015,3,11,2,12,50,1.1850121395255073
6.9,1,2012,3,17,5,22,15,1.4909618874242394
8.1,1,2010,7,23,4,23,23,2.0702531394841124
4.9,5,2010,8,24,1,13,15,1.3496839451051952
9.5,1,2012,11,7,2,13,17,2.581834491993282
27.5,5,2014,5,15,3,18,19,0.002234632369462569
12.9,1,2011,2,28,0,20,10,4.072860210416462
28.1,1,2011,11,18,4,14,59,15.835863938056983
5.3,2,2010,4,11,6,15,36,1.353682647756013
5.7,1,2010,11,11,3,12,25,1.2044846362130919
10.0,1,2015,4,28,1,15,41,1.049260016574341
6.9,1,2012,5,18,4,20,27,1.3943366503011643
10.5,1,2013,5,30,3,21,35,3.16386624736167
33.83,1,2014,3,23,6,0,19,8.273071638648045
8.5,1,2014,12,24,2,13,20,1.2107160350553787
6.1,1,2010,1,10,6,16,22,2.2679539238877595
6.9,1,2010,11,18,3,9,11,0.8201669676334626
21.0,2,2013,7,21,6,2,18,7.7548984139278785
16.5,1,2013,11,22,4,10,9,1.450611188021093
19.5,1,2013,12,17,1,22,10,6.08778606924078
26.5,1,2014,4,21,0,10,14,5.986143880304815
20.0,1,2015,1,23,4,21,14,5.31653423167149
12.9,1,2011,7,7,3,6,35,4.878766105133869
16.5,1,2014,10,2,3,20,47,6.4529024579543774
6.5,1,2015,3,22,6,5,2,2.2394669225422894
7.0,1,2009,3,16,0,23,8,1.8110409769008218
8.5,2,2011,7,7,3,14,35,1.1173454757044765
5.3,1,2009,5,15,4,17,33,1.7609570515206576
6.1,1,2010,10,13,2,7,50,1.1986492443756582
6.9,2,2011,2,9,2,9,59,1.4921501019559233
16.0,4,2013,1,15,1,21,6,5.2525302711594275
30.5,1,2014,9,27,5,15,51,5.6091078034264035
9.0,1,2015,2,26,3,17,14,2.0390192253410553
7.3,1,2011,2,3,3,17,5,1.9471867916109367
9.5,2,2012,10,27,5,1,56,3.598531408269373
19.5,1,2013,1,19,5,14,28,7.576544545257114
57.33,1,2014,1,8,2,21,53,20.53179218069897
23.0,3,2014,10,29,2,10,40,6.538625979418701
6.9,1,2009,3,24,1,20,22,2.281511869607421
4.5,1,2010,4,13,1,22,8,1.4712809592129714
6.9,1,2010,4,17,5,19,50,1.7801112318675962
6.9,1,2012,4,11,2,7,24,2.3789291567579562
13.5,4,2013,3,8,4,23,31,4.019311975009716
4.0,1,2014,5,7,2,11,15,0.5724237709381774
7.7,2,2011,5,21,5,18,49,1.382402358048679
7.0,1,2012,12,19,2,22,24,1.684961737151912
11.5,6,2014,8,29,4,5,1,4.7906926323188435
18.9,2,2009,3,18,2,7,25,8.133161113757714
4.5,3,2009,9,15,1,17,12,0.28057462308687153
56.8,1,2012,9,6,3,5,24,20.93144264737502
12.5,1,2013,4,11,3,22,0,4.043667785526699
5.5,1,2015,1,17,5,23,13,1.226798624184882
9.7,1,2009,6,18,3,5,31,5.041463084954732
6.1,2,2009,8,12,2,21,25,2.6812542867787665
4.5,1,2010,4,7,2,17,26,1.2028270212749277
4.9,1,2010,4,17,5,17,34,1.0836943044980791
14.9,1,2009,12,7,0,12,13,2.452684322647213
6.1,1,2010,11,10,2,19,43,1.084269736327013
5.5,1,2013,10,6,6,9,6,0.9392896664873314
5.3,1,2009,12,17,3,15,45,1.1027904779638313
4.1,1,2009,7,23,3,13,57,0.5439080000548547
11.3,1,2010,9,10,4,22,6,4.508182636878372
7.7,3,2010,11,10,2,7,45,1.5142590250149335
8.9,1,2012,6,15,4,6,17,2.9796319178972928
8.1,1,2012,7,30,0,8,2,2.6395701315884654
8.0,1,2014,10,21,1,15,16,1.0054233145321692
4.9,1,2010,1,21,3,9,13,0.46516879104785175
9.0,1,2014,10,18,5,22,7,1.106881936982086
6.1,1,2009,4,23,3,16,44,1.5071856909235615
10.1,1,2009,5,8,4,0,6,3.3960495257708687
4.9,1,2010,1,6,2,11,59,1.100502144830189
5.7,1,2010,12,17,4,14,41,1.1411834273461292
8.1,1,2011,3,20,6,19,57,2.92737706626132
16.0,5,2013,1,1,1,22,33,8.440714139341326
8.0,2,2013,11,30,5,18,4,1.9223248306989276
18.5,3,2013,4,24,2,1,31,6.568525262862397
5.5,1,2013,7,25,3,20,38,1.2320443172568554
9.5,1,2013,8,16,4,10,49,1.4860121114124913
8.5,1,2011,9,22,3,22,40,3.15043378459325
6.9,1,2012,6,4,0,7,58,2.4564461295064848
37.07,1,2009,7,22,2,15,41,12.575737784511285
3.3,1,2010,1,27,2,9,22,0.5313084356604804
10.9,1,2012,6,25,0,13,28,3.7844279771486495
4.5,3,2013,6,4,1,18,58,3.13158538983164
16.0,6,2013,9,26,3,12,6,1.6703683356237313
5.0,5,2013,12,27,4,14,10,1.1133698412224597
6.5,1,2015,3,27,4,8,58,0.9906480773151681
8.5,1,2009,10,21,2,23,4,2.3696555900216882
6.5,1,2010,12,22,2,14,15,0.5523107208982535
9.7,1,2012,1,28,5,3,49,3.6162968983814388
19.0,1,2014,10,19,6,0,7,3.6962293440332985
7.7,1,2010,4,7,2,23,15,2.2917400556987486
8.9,1,2011,7,30,5,20,13,2.292992214389815
14.9,1,2011,9,24,5,2,45,4.736238858609107
10.1,1,2011,12,7,2,1,0,3.470755259109551
17.3,1,2009,3,30,0,6,8,5.086162644697409
4.5,2,2010,1,22,4,15,12,0.8867601197664947
5.7,1,2011,4,27,2,11,46,2.053273548443101
4.9,1,2012,2,8,2,18,38,1.1847732529165236
21.5,1,2012,12,1,5,16,1,5.924033989741711
14.1,1,2011,3,20,6,0,19,7.592963411231701
4.5,2,2011,4,24,6,13,50,1.4487625350292175
24.9,1,2011,10,11,1,20,8,9.79243755070682
6.1,5,2012,2,22,2,9,43,1.2949474884459937
8.5,6,2013,10,12,5,15,2,1.3288267531000564
4.9,1,2010,8,30,0,13,0,0.6945019860012357
7.3,1,2012,2,28,1,13,30,0.46428004544764295
6.9,1,2009,3,5,3,14,18,2.116490934177736
4.9,6,2012,4,11,2,23,49,1.075817723698145
6.0,1,2013,9,2,0,14,47,1.8271919152010445
9.5,5,2013,11,10,6,1,31,2.771860256506879
6.9,2,2010,1,24,6,20,39,3.2100637741983853
12.5,6,2014,1,12,6,7,19,3.9778668642513137
21.0,1,2014,6,3,1,14,39,6.786792032444013
9.5,1,2014,12,18,3,22,31,2.10692409492562
10.5,1,2011,2,10,3,14,40,4.231376140624376
5.7,1,2009,3,31,1,11,12,1.2928857779947067
24.5,1,2012,3,24,5,0,1,7.348588325901263
8.1,2,2012,8,6,0,22,0,3.254883720032058
12.0,1,2014,1,21,1,9,36,1.4479809081561494
6.9,1,2009,7,10,4,10,40,2.4026372809561938
3.7,1,2009,11,2,0,16,55,0.9356808844466566
5.3,1,2009,12,3,3,9,9,1.4415091078681592
6.1,1,2012,4,6,4,4,50,2.0312346981210734
6.0,2,2014,2,12,2,22,37,1.817852326134138
13.0,1,2015,4,15,2,9,46,1.475835613237
7.5,3,2015,5,23,5,22,57,2.2256950417353627
4.1,1,2009,1,9,4,12,27,0.49386790675157854
4.5,1,2009,5,2,5,10,51,0.7377809783211019
45.0,1,2010,8,29,6,6,17,20.815110732278086
16.5,1,2012,3,6,1,16,23,5.542993178980874
11.5,1,2015,6,8,0,14,50,3.0817657672048426
4.1,1,2011,4,24,6,19,58,1.0370338273610331
19.3,4,2011,10,5,2,9,12,7.7527030696482715
19.0,1,2014,9,25,3,13,56,5.12486658909109
4.5,1,2014,9,27,5,19,10,0.25604437888859227
6.0,1,2015,1,19,0,18,29,1.1410775468749543
4.9,1,2011,4,4,0,14,49,0.947759185760583
3.7,1,2009,9,26,5,9,36,0.5416160274973807
10.1,2,2011,8,5,4,20,1,4.051047618496302
49.83,1,2014,1,14,1,9,57,10.422520181961948
19.5,1,2015,2,14,5,12,10,5.930693602850422
5.7,1,2010,10,7,3,20,15,1.2354157854608674
5.3,1,2010,10,7,3,20,15,1.0508208867966327
7.3,2,2011,4,6,2,8,48,0.5263637683662924
14.1,1,2012,1,19,3,10,46,3.535605315041329
14.0,6,2014,3,11,1,21,11,4.199043755309969
18.5,3,2010,7,5,0,18,23,5.949144278069018
35.5,3,2015,2,10,1,14,49,9.487667522475151
11.0,1,2015,4,22,2,7,34,1.9218768837536917
7.0,1,2012,10,16,1,19,1,1.6102081393583068
13.0,1,2013,11,25,0,8,59,1.3471686897616235
3.7,1,2011,2,23,2,13,56,0.7662642139786159
5.3,1,2012,7,31,1,0,9,1.79913157018687
10.0,1,2014,5,1,3,7,28,1.910123665458703
6.0,1,2014,9,13,5,10,58,1.0636153489556328
5.3,2,2009,9,9,2,7,25,1.4901340264630465
6.0,1,2014,9,22,0,23,10,1.1670790234503159
8.1,1,2012,8,18,5,20,37,1.7584657221409705
5.5,1,2012,11,29,3,10,5,1.1457872011486734
14.0,1,2014,5,8,3,16,5,2.379796341711311
11.7,1,2009,9,16,2,11,48,3.539261234434619
4.9,1,2010,7,16,4,4,57,1.321932645740498
9.0,1,2013,4,21,6,2,25,2.8031189510031567
8.0,2,2015,1,16,4,15,15,0.7998462224131508
13.0,1,2013,3,15,4,8,36,4.140189451524298
7.7,5,2010,1,6,2,19,5,2.1879375543355764
8.5,1,2012,7,23,0,20,48,0.08679104352440908
16.0,2,2014,3,15,5,19,17,3.608001127455042
43.83,3,2014,9,13,5,16,12,12.810549316357386
5.3,1,2010,11,11,3,13,43,1.0782114174746684
14.1,1,2012,3,21,2,15,36,6.433977170113184
25.0,1,2014,4,6,6,0,47,10.31936724943617
7.5,2,2009,1,27,1,19,39,1.7886101487627746
12.9,1,2012,8,4,5,0,59,6.166703085399639
7.5,1,2012,12,9,6,22,13,1.7334353455387335
11.5,2,2014,3,6,3,8,45,3.55326930023515
5.0,1,2015,3,29,6,11,51,1.2244695900668576
7.3,1,2011,6,2,3,12,52,1.5205710036653834
12.5,1,2013,10,25,4,23,49,3.8011614706714565
8.0,1,2015,1,8,3,13,12,0.8316918541166175
8.1,1,2009,4,6,0,6,11,3.787424471920054
5.0,3,2015,6,23,1,8,32,0.9860795786567813
6.5,1,2009,8,29,5,23,13,1.5726737850719394
5.7,1,2010,6,19,5,7,55,0.7890417164908037
5.7,1,2011,9,21,2,22,55,1.6067463721718005
5.0,1,2014,12,29,0,15,14,0.9641428791355156
6.1,1,2010,8,31,1,15,0,2.1081796647504105
8.9,1,2011,3,2,2,22,49,3.244552647339365
6.5,2,2012,4,4,2,11,12,1.3466791278241692
5.5,1,2014,3,20,3,13,56,1.6005971760639917
4.1,1,2009,4,19,6,22,8,1.1189956256460554
10.5,1,2010,7,1,3,16,24,3.552655390728115
19.3,1,2011,1,7,4,20,56,8.891055817895792
8.1,1,2011,10,21,4,13,29,2.7653198191263697
10.9,1,2011,11,22,1,9,0,3.5819908402070055
5.3,2,2012,3,22,3,21,27,0.9511697246369292
30.83,1,2014,11,13,3,23,45,7.527392581351657
20.0,1,2015,4,28,1,14,42,4.815001102723483
12.5,1,2010,5,29,5,19,39,2.761313427681949
13.3,5,2012,3,6,1,9,56,4.2617718011882
21.0,1,2013,2,7,3,21,23,7.1175020100602815
6.0,1,2015,6,11,3,19,30,1.2615843976548857
4.6,2,2009,3,18,2,1,53,0.9445848553364337
8.9,1,2010,10,23,5,7,14,3.41252861146424
4.5,2,2014,11,29,5,20,21,1.0526371058181454
6.1,1,2010,10,26,1,18,10,1.477993155134004
6.9,1,2011,5,8,6,18,37,2.169414924248106
6.5,1,2014,2,3,0,9,55,1.0608527731541624
9.3,2,2011,4,20,2,23,33,5.070577500816035
10.0,1,2014,10,17,4,19,35,1.7399858724997186
6.9,1,2011,4,8,4,5,28,1.8747196885978537
4.5,6,2009,3,20,4,13,8,0.9651263756598962
21.7,3,2010,2,21,6,18,19,1.9323402847177003
5.0,1,2015,4,23,3,17,0,0.6203637807807094
6.1,1,2009,8,19,2,18,21,0.804365199391696
7.5,1,2014,7,16,2,19,35,1.2173455543350904
6.5,1,2011,7,5,1,23,35,3.0019877619795445
12.9,5,2009,5,21,3,16,22,3.8445593818968926
9.1,2,2009,3,4,2,17,58,2.2381765474081394
7.0,1,2009,3,20,4,23,3,2.0264264035529447
9.7,4,2010,5,9,6,20,51,3.6669215163779465
4.9,1,2009,2,16,0,12,17,0.8720626068787488
6.5,1,2009,8,18,1,17,47,2.2158483779893223
52.0,1,2012,11,11,6,13,58,21.04355498604187
4.5,1,2013,3,8,4,10,13,0.5293959988956
4.5,1,2011,12,1,3,10,23,1.0995205812660098
17.7,1,2012,2,26,6,21,1,9.329621633406623
16.5,1,2012,3,2,4,20,49,3.239147052352647
7.0,1,2014,5,22,3,7,44,0.6784125646874047
6.5,1,2014,12,7,6,21,31,1.783173143241367
12.0,1,2014,6,1,6,18,32,3.8015700898782474
52.0,5,2014,5,4,6,15,57,21.91034205452924
6.5,1,2015,6,10,2,9,36,0.7941961840266282
8.5,1,2010,1,15,4,11,48,1.452068672691774
4.9,1,2010,7,6,1,20,3,1.2116183982685147
5.7,1,2011,10,25,1,12,4,0.508570169684416
6.9,4,2012,6,2,5,23,53,1.7235089426523411
10.5,1,2014,10,29,2,21,37,3.2761631413023493
32.5,1,2015,3,13,4,17,54,9.720042265270232
4.5,1,2011,4,8,4,2,17,1.4281753841007407
21.3,1,2012,4,2,0,20,59,10.287878284356536
4.9,1,2012,5,29,1,14,37,0.9475201901597834
12.0,3,2012,11,26,0,23,33,4.299114003712803
11.0,1,2013,7,31,2,9,22,2.9218397528624407
12.5,1,2015,1,23,4,10,20,1.8228554344461076
8.9,1,2010,2,4,3,23,32,4.083568272433975
